Question,Category
What are embedded computers? Give two (02) examples,Understand
Give three (03) examples for output devices,Remember
What is the purpose of using Antivirus Software in a computer system?,Understand
Write down the syntax and flow chart of for loop,Apply
Write a java program to print such a pattern like right angle triangle with number using nested loops. The pattern like,Apply
Write a Java program to calculate the sum of numbers stored in following array elements using while loop,Apply
Write down the syntax of switch statement. Explain the uses of switch statement,Understand
Write a java program to determine whether an input number is a positive number or not using if else,Apply
Write a java program to evaluate the volume of a hemisphere. To input the value of r use input dialog box and to show the volume of a hemisphere use message dialog box.,Apply
What are the data types available in java,Remember
Name three types of java packages available with JDK and explain the usage of each briefly,Understand
What is the main difference between break keyword and continue keyword in java?,Remember
Take values of length and breadth of a rectangle from user and check if it is square or not using if else statement.,Apply
Define the term encapsulation. Provide an example.,Understand
What is a constructor?,Remember
State the rules for creating Java constructors.,Remember
State the difference between the constructors and methods.,Remember
What is an interface in java?,Understand
Explain the term inheritance in java. Provide an example.,Analyze
Differentiate the terms subclass and superclass in java.,Understand
